flow_id,src_ip,dst_ip,src_port,dst_port,total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_start_timestamp,flow_end_timestamp,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
192.168.21.128-192.168.21.70-54306-80,192.168.21.128,192.168.21.70,54306,80,49,22,27,109093636.0,1.2272727272727273,0,0,27,49,0,0,0,0,1682514125192157.0,1682514234285793.0,0,0,0,0,2.474938134796425e-07,1.1916368797167969e-07,1.2833012550796276e-07,3.76373925239e-05,4.803213269e-06,3.28341792549e-05,6,5,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.70-192.168.21.128-80-57246,192.168.21.70,192.168.21.128,80,57246,100,54,46,116919023.0,0.8518518518518519,0,0,55,100,0,0,0,0,1683759039034089.0,1683759155953112.0,0,0,0,0,4.704110467977482e-07,2.309290593370764e-07,2.394819874606718e-07,5.24722140382e-05,7.269988905e-06,4.52022251332e-05,4,4,0,47,0,0,0,0,3,3,2,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41540-80,192.168.21.225,192.168.21.70,41540,80,1710,942,768,119793300.0,0.8152866242038217,0,0,966,1710,0,0,0,0,1719311763173921.0,1719311882967221.0,0,0,0,0,8.0638900506e-06,3.9902064639e-06,4.0736835866e-06,0.0006175887967023,0.0002633536266218,0.0003542351700804,0,0,0,966,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.140-192.168.21.70-47214-80,192.168.21.140,192.168.21.70,47214,80,14,6,8,60047615.0,1.3333333333333333,0,0,9,14,0,0,0,0,1719314871880359.0,1719314931927974.0,0,0,0,0,8.326725382848261e-08,3.3306901531393054e-08,4.996035229708957e-08,3.6637591684532346e-07,1.998414091883583e-07,1.6653450765696525e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-60208-80,192.168.21.128,192.168.21.70,60208,80,40,20,20,109097401.0,1.0,0,0,21,40,0,0,0,0,1682673619013170.0,1682673728110571.0,0,0,0,0,1.9248854516708425e-07,9.166121198432584e-08,1.0082733318275841e-07,2.5683471598e-05,3.4281293282e-06,2.22553422697e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-54654-80,192.168.21.128,192.168.21.70,54654,80,64,28,36,116566833.0,1.2857142857142858,3,0,35,62,0,0,0,0,1682517083417920.0,1682517199984753.0,1,0,0,0,2.830993958633157e-07,1.1152400443100313e-07,1.715753914323125e-07,6.86644716512e-05,8.3643003323e-06,6.03001713188e-05,3,3,0,27,1,0,0,0,0,0,0,12,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.70-192.168.21.128-80-37712,192.168.21.70,192.168.21.128,80,37712,124,62,62,110502802.0,1.0,0,0,65,124,0,0,0,0,1683641225509785.0,1683641336012587.0,0,0,0,0,5.882203783393656e-07,2.895854170286108e-07,2.986349613107548e-07,6.2224666484e-05,1.03888768359e-05,5.18357896481e-05,4,4,0,57,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-54306-80,192.168.21.128,192.168.21.70,54306,80,49,24,25,115532617.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682512445234311.0,1682512560766928.0,0,0,0,0,2.1638910854066437e-07,1.0386677209951889e-07,1.1252233644114545e-07,3.54012581572e-05,4.4489600715e-06,3.09522980856e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-46830-80,192.168.21.128,192.168.21.70,46830,80,124,59,65,112276809.0,1.1016949152542372,0,0,65,124,0,0,0,0,1683795099477043.0,1683795211753852.0,0,0,0,0,5.789263212851017e-07,2.850098812480501e-07,2.939164400370517e-07,5.94423733577e-05,4.95917193371e-05,9.8506540206e-06,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-41336-80,192.168.21.128,192.168.21.70,41336,80,51,24,27,109787389.0,1.125,0,0,27,51,0,0,0,0,1682583689391985.0,1682583799179374.0,0,0,0,0,2.459298854443109e-07,1.1841068558429787e-07,1.2751919986001306e-07,3.73631255589e-05,4.7546444519e-06,3.2608481107e-05,6,5,0,16,2,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-53920-80,192.168.21.225,192.168.21.70,53920,80,11,6,5,11119.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082760246997.0,1719082760258116.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-43460-80,192.168.21.225,192.168.21.70,43460,80,11,6,5,5311.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083472326905.0,1719083472332216.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-38812-80,192.168.21.128,192.168.21.70,38812,80,41,20,21,103634205.0,1.05,0,0,21,41,0,0,0,0,1682597424630497.0,1682597528264702.0,0,0,0,0,2.026357996377741e-07,9.649323792274954e-08,1.0614256171502449e-07,2.69988079707e-05,3.5895484507e-06,2.340925952e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-43848-80,192.168.21.128,192.168.21.70,43848,80,49,24,25,110335648.0,1.0416666666666667,0,0,25,49,0,0,0,0,1682550426645621.0,1682550536981269.0,0,0,0,0,2.265813493024485e-07,1.0875904766517526e-07,1.178223016372732e-07,3.70324557299e-05,4.6403860337e-06,3.23920696962e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-41552-80,192.168.21.225,192.168.21.70,41552,80,701,393,308,49774672.0,0.7837150127226463,0,0,399,701,0,0,0,0,1719316443179113.0,1719316492953785.0,0,0,0,0,8.0161251489e-06,3.9980173048e-06,4.018107844e-06,0.0006130226232329,0.0002638691421211,0.0003491534811118,0,0,0,399,200,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-60208-80,192.168.21.128,192.168.21.70,60208,80,48,23,25,112527527.0,1.0869565217391304,0,0,25,48,0,0,0,0,1682670499098081.0,1682670611625608.0,0,0,0,0,2.221678612025305e-07,1.0664057337721464e-07,1.1552728782531585e-07,3.07302585615e-05,4.0167949305e-06,2.67134636309e-05,6,5,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41196-80,192.168.21.225,192.168.21.70,41196,80,1699,955,744,119811241.0,0.7790575916230367,0,0,958,1699,0,0,0,0,1719308283024058.0,1719308402835299.0,0,0,0,0,7.9959108344e-06,3.9896089549e-06,4.0063018794e-06,0.0006116871788349,0.0002633141910282,0.0003483729878067,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.70-192.168.21.128-80-32826,192.168.21.70,192.168.21.128,80,32826,6,5,1,12774439.0,0.2,0,0,6,6,0,0,0,0,1682617999411077.0,1682618012185516.0,0,0,0,0,4.6968794480916165e-07,3.9140662067430123e-07,7.828132413486024e-08,0.0002696008803204,0.000224667400267,4.49334800534e-05,0,0,0,6,0,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-47723-80,192.168.21.225,192.168.21.70,47723,80,11,6,5,23698.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083598511611.0,1719083598535309.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-54306-80,192.168.21.128,192.168.21.70,54306,80,48,24,24,113484778.0,1.0,0,0,25,48,0,0,0,0,1682516885122401.0,1682516998607179.0,0,0,0,0,2.2029386178999266e-07,1.0574105365919648e-07,1.145528081307962e-07,3.60400757888e-05,4.5292417984e-06,3.15108339904e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-38493-80,192.168.21.225,192.168.21.70,38493,80,11,6,5,8441.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082276442979.0,1719082276451420.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-52683-80,192.168.21.225,192.168.21.70,52683,80,11,6,5,5604.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083307451439.0,1719083307457043.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-53312-80,192.168.21.225,192.168.21.70,53312,80,11,6,5,4242.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719082359557905.0,1719082359562147.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-32917-80,192.168.21.225,192.168.21.70,32917,80,11,6,5,21072.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083515137090.0,1719083515158162.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-37290-80,192.168.21.128,192.168.21.70,37290,80,131,64,67,107475234.0,1.046875,0,0,67,131,0,0,0,0,1683681402699304.0,1683681510174538.0,0,0,0,0,6.233994335848573e-07,3.070474822134372e-07,3.1635195137142017e-07,6.26935131864e-05,5.2123636223e-05,1.05698769634e-05,6,5,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-60208-80,192.168.21.128,192.168.21.70,60208,80,45,22,23,118534491.0,1.0454545454545454,0,0,23,45,0,0,0,0,1682667739178657.0,1682667857713148.0,0,0,0,0,1.940363501455454e-07,9.279999354786955e-08,1.0123635659767589e-07,2.90379616174e-05,3.728872468e-06,2.53090891494e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-54306-80,192.168.21.128,192.168.21.70,54306,80,47,23,24,109387150.0,1.0434782608695652,0,0,25,47,0,0,0,0,1682514845186899.0,1682514954574049.0,0,0,0,0,2.285460403712868e-07,1.0970209937821765e-07,1.1884394099306913e-07,3.73901322047e-05,4.69890659e-06,3.26912256147e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
